,Smiles,acetoxy_radical,iminyl_radical,free_radical,BDE,integral,log_integral,decarboxylation_enthalpy
138,CC(=O)O/N=C(\C)C(=O)c1ccc(cc1)N(c2ccccc2)c3ccccc3,CC([O])=O,CC(=[N])C(=O)c1ccc(N(c2ccccc2)c2ccccc2)cc1,[C],47.25213051005103,494057.602495476,5.693777586550227,-8.498367929999077
139,CC(=O)O/N=C(\C)C(=O)c1ccc(cc1)N(c2ccccc2)c3ccc(cc3)C(=O)/C(C)=N/OC(=O)C,CC([O])=O,CC(=[N])C(=O)c1ccc(N(c2ccccc2)c2ccc(C(=O)/C(C)=N/OC(C)=O)cc2)cc1,[C],47.2948011899433,557951.0457672551,5.746596095916409,-8.498367929999077
140,c1cc(OC)ccc1-n(c(c23)cccc2)c4c3cc(cc4)C(=O)/C(C)=N\OC(=O)C,CC([O])=O,COc1ccc(-n2c3ccccc3c3cc(C(=O)C(C)=[N])ccc32)cc1,[C],44.75840576992652,299508.97821456386,5.47640984552533,-8.498367929999077
141,O=C(C)O\N=C(C)\C(=O)c(c1)ccc(c12)n(-c3ccc(cc3)OC)c4c2cc(cc4)C(=O)/C(C)=N\OC(=O)C,CC([O])=O,COc1ccc(-n2c3ccc(C(=O)C(C)=[N])cc3c3cc(C(=O)/C(C)=N\OC(C)=O)ccc32)cc1,[C],49.95230604001101,592022.5234531497,5.772338229738697,-8.498367929999077
142,O=C(C)O\N=C(C)\C(=O)c(c1)ccc(c12)n(-c3ccc(cc3)OC)c4c2cc(cc4)C(=O)/C(C)=N\OC(=O)C,CC([O])=O,COc1ccc(-n2c3ccc(C(=O)C(C)=[N])cc3c3cc(C(=O)/C(C)=N/OC(C)=O)ccc32)cc1,[C],47.47113149999749,592022.5234531497,5.772338229738697,-8.498367929999077
143,c1cc(OC)ccc1-n(c(c23)ccc(c2)OC)c4c3cc(cc4)C(=O)/C(C)=N\OC(=O)C,CC([O])=O,COc1ccc(-n2c3ccc(OC)cc3c3cc(C(=O)C(C)=[N])ccc32)cc1,[C],45.646332420038924,366181.97774184635,5.563696965962747,-8.498367929999077
144,CC(=O)O/N=C(\C)C(=O)c(cc1)cc(c12)c3c(ccc(c3)OC)n2-c4ccc(cc4)SC,CC([O])=O,COc1ccc2c(c1)c1cc(C(=O)C(C)=[N])ccc1n2-c1ccc(SC)cc1,[C],46.947160649964935,499149.3018613549,5.698230468020545,-8.498367929999077
145,CC(=O)O/N=C(\C)C(=O)c(cc1)cc(c12)c3c(n2CC)cccc3,CC([O])=O,CCn1c2ccccc2c2cc(C(=O)C(C)=[N])ccc21,[C],47.382652590006856,454570.7204646041,5.657601458775287,-8.498367929999077
146,CC(=O)O\N=C(C)\C(=O)c(cc1)cc(c12)C(CCCC)(CCCC)c3c2ccc(c3)C(=O)/C(=N\OC(=O)C)c4ccccc4,CC([O])=O,CCCCC1(CCCC)c2cc(C(=O)C(C)=[N])ccc2-c2ccc(C(=O)/C(=N\OC(C)=O)c3ccccc3)cc21,[C],48.11056419002389,1526423.8471297142,6.183675142341639,-8.498367929999077
147,CC(=O)O\N=C(C)\C(=O)c(cc1)cc(c12)C(CCCC)(CCCC)c3c2ccc(c3)C(=O)/C(=N\OC(=O)C)c4ccccc4,CC([O])=O,CCCCC1(CCCC)c2cc(C(=O)C(=[N])c3ccccc3)ccc2-c2ccc(C(=O)/C(C)=N/OC(C)=O)cc21,[C],47.73594072004231,1526423.8471297142,6.183675142341639,-8.498367929999077
148,c1cccc(c12)C(CCCC)(CCCC)c3c2ccc(c3)C(=O)/C(C)=N/OC(=O)C,CC([O])=O,CCCCC1(CCCC)c2ccccc2-c2ccc(C(=O)C(C)=[N])cc21,[C],48.48205011008473,872074.9031861805,5.940553788422682,-8.498367929999077
149,CCC(=O)O/N=C(/C)C(=O)c(c1)ccc(c12)c3c(cccc3)C2(CCCC)CCCC,CCC([O])=O,CCCCC1(CCCC)c2ccccc2-c2ccc(C(=O)C(C)=[N])cc21,[C]C,39.543797670108326,426783.43373581424,5.630207553262378,-8.498367929999077
150,CC(=O)O/N=C(/CC)C(=O)c(c1)ccc(c12)c3c(C2(CC)CC)cccc3,CC([O])=O,CCC(=[N])C(=O)c1ccc2c(c1)C(CC)(CC)c1ccccc1-2,[C],44.64294392993267,407534.4024523734,5.610164276056585,-8.498367929999077
151,CCC(=O)O/N=C(/CC)C(=O)c(c1)ccc(c12)c3c(C2(CC)CC)cccc3,CCC([O])=O,CCC(=[N])C(=O)c1ccc2c(c1)C(CC)(CC)c1ccccc1-2,[C]C,40.09224141000775,421044.44451435225,5.624327941414195,-8.498367929999077
152,c1cccc(c12)C(CC)(CC)c3c2ccc(c3)C(=O)/C(CCC)=N\OC(=O)CC,CCC([O])=O,CCCC(=[N])C(=O)c1ccc2c(c1)C(CC)(CC)c1ccccc1-2,[C]C,41.22364194007616,475418.8344221125,5.6770763829528805,-8.498367929999077
153,CCC(=O)O/N=C(/C)C(=O)c(c1)ccc(c12)c3c(C2(CCC)CCC)cccc3,CCC([O])=O,CCCC1(CCC)c2ccccc2-c2ccc(C(=O)C(C)=[N])cc21,[C]C,39.03425954996799,432719.3413415688,5.636206307378499,-8.498367929999077
154,CC(=O)O/N=C(\C)C(=O)c1ccc(cc1)Sc2ccccc2,CC([O])=O,CC(=[N])C(=O)c1ccc(Sc2ccccc2)cc1,[C],47.30797889998137,670105.9013872618,5.826143442631689,-8.498367929999077
155,CC(=O)O/N=C(\CC)c(cc1)cc(c12)c3c4c2cccc4ccc3,CC([O])=O,CCC(=[N])c1ccc2c(c1)-c1cccc3cccc-2c13,[C],48.89934426002992,657870.0211536858,5.818140096240363,-8.498367929999077
156,c1ccc2cccc3c(c4c1c23)ccc(c4)/C(=N\OC(=O)C)CCCCCCC,CC([O])=O,CCCCCCCC(=[N])c1ccc2c(c1)-c1cccc3cccc-2c13,[C],45.793169760096234,478226.1736526475,5.6796333416706934,-8.498367929999077
157,CCCCCCC(=N\OC(=O)C)\C(=O)c(cc1)cc(c12)c3c4c2cccc4ccc3,CC([O])=O,CCCCCCC(=[N])C(=O)c1ccc2c(c1)-c1cccc3cccc-2c13,[C],45.14369691009519,624091.2104679504,5.795248066137768,-8.498367929999077
158,CC(=O)O/N=C(\C)C(=O)c(ccc1)c(c12)cccc2,CC([O])=O,CC(=[N])C(=O)c1cccc2ccccc12,[C],41.07366704995544,223806.1029752085,5.349871925142813,-8.498367929999077
159,CC(=O)O/N=C(\C)C(=O)c(c1)ccc(c12)c3c(C2(CC)CC)cc(Br)cc3,CC([O])=O,CCC1(CC)c2cc(Br)ccc2-c2ccc(C(=O)C(C)=[N])cc21,[C],48.781372379971074,1078385.1754026192,6.032773908971389,-8.498367929999077
160,CC(=O)O/N=C(\C)C(=O)c(c1)ccc(c12)c3c(C2(CCCC)CCCC)cc(cc3)-c4onc(c4)C,CC([O])=O,CCCCC1(CCCC)c2cc(C(=O)C(C)=[N])ccc2-c2ccc(-c3cc(C)no3)cc21,[C],47.309233919978205,1509378.4234740024,6.1787981374712295,-8.498367929999077
161,CC(=O)O/N=C(/C)C(=O)c(c1)ccc(c12)c3c([C@H]2CC)cccc3,CC([O])=O,CC[C@@H]1c2ccccc2-c2ccc(C(=O)C(C)=[N])cc21,[C],45.542165760016566,425548.634247675,5.628949201032593,-8.498367929999077
162,CC(=O)O/N=C(/C)C(=O)c(c1)ccc(c12)c3c(C2(C)C)cc(cc3)C(=O)/C(C)=N/OC(=O)C,CC([O])=O,CC(=[N])C(=O)c1ccc2c(c1)C(C)(C)c1cc(C(=O)/C(C)=N/OC(C)=O)ccc1-2,[C],46.093119540052335,1358992.9668099952,6.13321720913609,-8.498367929999077
163,CC(=O)O/N=C(/C)C(=O)c(c1)ccc(c12)c3c(C2(C)C)cc(cc3)C(=O)/C(C)=N/OC(=O)C,CC([O])=O,CC(=[N])C(=O)c1ccc2c(c1)C(C)(C)c1cc(C(=O)/C(C)=N\OC(C)=O)ccc1-2,[C],48.576176609989766,1358992.9668099952,6.13321720913609,-8.498367929999077
164,c1ccccc1C(=O)c(cc2)cc(c23)C(CCCC)(CCCC)c4c3ccc(c4)/C(C)=N/OC(=O)C,CC([O])=O,CCCCC1(CCCC)c2cc(C(C)=[N])ccc2-c2ccc(C(=O)c3ccccc3)cc21,[C],49.68937935003278,1447041.2644386832,6.16048091582014,809.9183718599961
165,c1cccc(c12)ccc(c2)C(=O)c(cc3)cc(c34)C(CCCC)(CCCC)c5c4ccc(c5)/C(C)=N/OC(=O)C,CC([O])=O,CCCCC1(CCCC)c2cc(C(C)=[N])ccc2-c2ccc(C(=O)c3ccc4ccccc4c3)cc21,[C],51.32592542989592,1963928.9851082382,6.293125779818943,-8.498367929999077
166,c1cccc(c12)C(CCCC)(CCCC)c3c2ccc(c3)C(=O)/C(=N\OC(=O)C)c4ccccc4,CC([O])=O,CCCCC1(CCCC)c2ccccc2-c2ccc(C(=O)C(=[N])c3ccccc3)cc21,[C],47.67193470006123,515781.71322741034,5.712465940389719,-8.498367929999077
167,CC(=O)O/N=C(\C)C(=O)c1ccc(cc1)-c(ccc2)c(c23)cccc3,CC([O])=O,CC(=[N])C(=O)c1ccc(-c2cccc3ccccc23)cc1,[C],47.41842065998789,345717.5616258197,5.5387214412244115,-8.498367929999077
168,O=[N+]([O-])c1ccc(cc1)/C(=N\OC(=O)C)c(c2)ccc(c23)c4c(cc([N+](=O)[O-])cc4)C3(CCCC)CCCC,CC([O])=O,CCCCC1(CCCC)c2cc(C(=[N])c3ccc([N+](=O)[O-])cc3)ccc2-c2ccc([N+](=O)[O-])cc21,[C],48.80898281990136,1578965.6209078075,6.198372674142193,-8.498367929999077
169,c1cc([N+]([O-])=O)cc(c12)C(CCCC)(CCCC)c3c2ccc(c3)/C(c4ccc([N+](=O)[O-])cc4)=N/OC(=O)c5ccccc5,[O]C(=O)c1ccccc1,CCCCC1(CCCC)c2cc(C(=[N])c3ccc([N+](=O)[O-])cc3)ccc2-c2ccc([N+](=O)[O-])cc21,[c]1ccccc1,44.376879690033704,1882326.9566193009,6.274695061770674,-8.498367929999077
170,CC(=O)O/N=C(\C)C(=O)c1ccc(cc1)Sc2ccc(cc2)C(=O)/C(C)=N/OC(=O)C,CC([O])=O,CC(=[N])C(=O)c1ccc(Sc2ccc(C(=O)/C(C)=N/OC(C)=O)cc2)cc1,[C],47.57969072993742,926553.9663620855,5.966870719511048,-8.498367929999077
171,CC(=O)O/N=C(/C)C(=O)c1ccc(cc1)-c2ccc(cc2)OC,CC([O])=O,COc1ccc(-c2ccc(C(=O)C(C)=[N])cc2)cc1,[C],44.910263189971154,867391.0940366216,5.938214958704364,-8.498367929999077
172,CC(=O)O/N=C(/C)C(=O)c1ccc(cc1)-c2ccc(cc2)Sc3ccccc3,CC([O])=O,CC(=[N])C(=O)c1ccc(-c2ccc(Sc3ccccc3)cc2)cc1,[C],44.95418889000293,1211381.4924345084,6.083280934198534,-8.498367929999077
173,c1cc(OC)cc(c12)C(CC)(CC)c3c2ccc(c3)C(=O)/C(C)=N/OC(=O)C,CC([O])=O,CCC1(CC)c2cc(OC)ccc2-c2ccc(C(=O)C(C)=[N])cc21,[C],52.54831490994862,909237.5187110533,5.958677348118698,-8.498367929999077
174,CCCCCC/C(=N\OC(=O)C)c(cn1CC)c(c12)cc([N+]([O-])=O)cc2,CC([O])=O,CCCCCCC(=[N])c1cn(CC)c2ccc([N+](=O)[O-])cc12,[C],53.72113110005515,145907.80827937735,5.164078533853066,-8.498367929999077
175,CC(=O)O/N=C(\C)C(=O)c1ccc(cc1)N2CCOCC2,CC([O])=O,CC(=[N])C(=O)c1ccc(N2CCOCC2)cc1,[C],47.12035341002704,744180.1683336132,5.871678092320776,-8.498367929999077
176,O=C(C)O\N=C(C)\c(c1)ccc(c12)n(CC)c3c2cc(cc3)C(=O)c4c(C)cc(cc4)O[C@@H](CO5)OC5(C)C,CC([O])=O,CCn1c2ccc(C(C)=[N])cc2c2cc(C(=O)c3ccc(O[C@H]4COC(C)(C)O4)cc3C)ccc21,[C],47.723390519931314,329472.9285498623,5.517819736185232,809.9183718599961
